WigleWifi-1.4,appRelease=2.26,model=SM-G930F,release=7.0,device=herolte,display=NRD90M.G930FXXU1DQHC,board=universal8890,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:78:c8,Ariel_University,[ESS][BLE],2017-11-06 18:42:38,6,-87,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS][BLE],2017-11-06 18:42:38,40,-76,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS][BLE],2017-11-06 18:42:38,11,-76,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS][BLE],2017-11-06 18:42:38,1,-82,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
1c:b9:c4:12:7c:cc,Ariel_University,[ESS][BLE],2017-11-06 18:42:38,36,-70,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS][BLE],2017-11-06 18:42:38,40,-93,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
1c:b9:c4:92:7c:c7,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:38,36,-67,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
f8:d1:11:77:77:c6,HelpDesk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:42:38,4,-92,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
00:25:86:cb:fd:f8,,[ESS],2017-11-06 18:42:38,9,-91,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
8c:0c:90:ad:75:e3,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:42:38,1,-89,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
8c:0c:90:6e:16:88,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:42:38,8,-95,32.10330360143334,35.20876835915508,706.8586962356818,96,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-06 18:42:38,0,-79,32.10330360143334,35.20876835915508,706.8586962356818,96,GSM
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:41,40,-81,32.10351936133025,35.20853379901914,711.717893181897,12,WIFI
40:a5:ef:8a:9f:2a,5WWG,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:42:41,149,-88,32.10351936133025,35.20853379901914,711.717893181897,12,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS][BLE],2017-11-06 18:42:41,52,-91,32.10351936133025,35.20853379901914,711.717893181897,12,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS][BLE],2017-11-06 18:42:41,44,-92,32.10351936133025,35.20853379901914,711.717893181897,12,WIFI
1c:b9:c4:16:13:0c,Ariel_University,[ESS][BLE],2017-11-06 18:42:44,44,-88,32.10354214920483,35.2086476092738,709.1297257594664,12,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS][BLE],2017-11-06 18:42:44,1,-88,32.10354214920483,35.2086476092738,709.1297257594664,12,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS][BLE],2017-11-06 18:42:44,11,-89,32.10354214920483,35.2086476092738,709.1297257594664,12,WIFI
8c:0c:90:6e:16:88,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:42:48,8,-90,32.10351731098113,35.20868308760278,705.3821192525875,8,WIFI
c4:12:f5:85:12:7d,Si_2.4G,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:48,5,-96,32.10351731098113,35.20868308760278,705.3821192525875,8,WIFI
1c:b9:c4:12:90:bc,Ariel_University,[ESS][BLE],2017-11-06 18:42:48,40,-88,32.10351731098113,35.20868308760278,705.3821192525875,8,WIFI
00:1a:dd:e3:5e:65,,[ESS],2017-11-06 18:42:48,10,-89,32.10351731098113,35.20868308760278,705.3821192525875,8,WIFI
8c:0c:90:2e:16:88,Ariel_University,[ESS],2017-11-06 18:42:48,8,-89,32.10351731098113,35.20868308760278,705.3821192525875,8,WIFI
00:1a:dd:e3:5e:64,Wirless-Afikim,[ESS],2017-11-06 18:42:48,10,-91,32.10351731098113,35.20868308760278,705.3821192525875,8,WIFI
ec:8c:a2:08:78:3c,Ariel_University,[ESS][BLE],2017-11-06 18:42:53,56,-90,32.10346327599778,35.20871523422948,702.8951334291545,8,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS][BLE],2017-11-06 18:42:53,48,-91,32.10346327599778,35.20871523422948,702.8951334291545,8,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS][BLE],2017-11-06 18:42:53,36,-92,32.10346327599778,35.20871523422948,702.8951334291545,8,WIFI
c4:12:f5:85:12:7d,Si_2.4G,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:56,5,-90,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS][BLE],2017-11-06 18:42:56,48,-86,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:56,48,-86,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
40:a5:ef:8a:9f:2b,Google,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:42:56,149,-89,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
78:11:dc:1a:cf:d0,TamiRacheli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS][BLE],2017-11-06 18:42:56,8,-89,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
14:ae:db:58:0d:6d,__ery,[WPA2-PSK-CCMP][ESS],2017-11-06 18:42:56,6,-91,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
ec:8c:a2:08:78:38,Ariel_University,[ESS][BLE],2017-11-06 18:42:56,1,-81,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
64:66:b3:64:0b:8b,TP-LINK_AP_640B8B,[WPS][ESS],2017-11-06 18:42:56,5,-92,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS][BLE],2017-11-06 18:42:56,1,-90,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
ec:8c:a2:08:a9:38,Ariel_University,[ESS][BLE],2017-11-06 18:42:56,6,-93,32.10341429360939,35.208713641771304,701.6030812538849,8,WIFI
52:ee:0c:3b:4a:ec,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:59,6,-91,32.10340920085091,35.20871022867533,700.1111016162,6,WIFI
48:ee:0c:3b:4a:ef,Baruch1,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:42:59,6,-92,32.10340920085091,35.20871022867533,700.1111016162,6,WIFI
14:ae:db:cb:05:f5,Mama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:42:59,11,-93,32.10340920085091,35.20871022867533,700.1111016162,6,WIFI
40:a5:ef:8a:9f:31,,[WPA2-PSK-CCMP][ESS],2017-11-06 18:43:03,149,-89,32.10339628943397,35.20865577975196,697.5135802074988,6,WIFI
e8:94:f6:d5:98:86,TP-LINK_D59886,[WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:43:03,3,-89,32.10339628943397,35.20865577975196,697.5135802074988,6,WIFI
d0:0f:6d:c0:fe:7f,natali,[WPA2-PSK-CCMP][ESS],2017-11-06 18:43:03,9,-91,32.10339628943397,35.20865577975196,697.5135802074988,6,WIFI
80:37:73:d7:ab:3a,Hoom_2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:43:03,11,-88,32.10339628943397,35.20865577975196,697.5135802074988,6,WIFI
84:16:f9:d7:2d:dc,TP-LINK_2DDC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-06 18:43:03,5,-93,32.10339628943397,35.20865577975196,697.5135802074988,6,WIFI
6a:37:73:d7:ab:3b,Bezeq Free AA107B,[ESS][BLE],2017-11-06 18:43:03,11,-88,32.10339628943397,35.20865577975196,697.5135802074988,6,WIFI
00:1a:dd:e3:5e:65,,[ESS],2017-11-06 18:43:06,10,-82,32.10339628943397,35.20865577975196,696.0677080992388,6,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS][BLE],2017-11-06 18:43:06,48,-77,32.10339628943397,35.20865577975196,696.0677080992388,6,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:06,48,-78,32.10339628943397,35.20865577975196,696.0677080992388,6,WIFI
c0:ac:54:f5:ff:4b,YanivIsGay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:43:06,11,-92,32.10339628943397,35.20865577975196,696.0677080992388,6,WIFI
00:1a:dd:e3:5e:64,Wirless-Afikim,[ESS],2017-11-06 18:43:06,10,-83,32.10339628943397,35.20865577975196,696.0677080992388,6,WIFI
00:25:86:cb:fd:f8,,[ESS],2017-11-06 18:43:09,9,-85,32.103402705982525,35.20857849321191,695.607088294085,4,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS][BLE],2017-11-06 18:43:09,44,-86,32.103402705982525,35.20857849321191,695.607088294085,4,WIFI
ec:8c:a2:08:78:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:09,56,-85,32.103402705982525,35.20857849321191,695.607088294085,4,WIFI
b0:48:7a:a1:80:8c,Knoch,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:11,4,-93,32.103407744570006,35.208559819416166,695.5995312061141,3,WIFI
14:ae:db:cf:86:f5,Biren2809,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:11,11,-94,32.103407744570006,35.208559819416166,695.5995312061141,3,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS][BLE],2017-11-06 18:43:11,1,-88,32.103407744570006,35.208559819416166,695.5995312061141,3,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS][BLE],2017-11-06 18:43:15,1,-82,32.103411804809895,35.20852910831831,695.5845024730164,4,WIFI
1c:b9:c4:12:90:b8,Ariel_University,[ESS][BLE],2017-11-06 18:43:15,11,-91,32.103411804809895,35.20852910831831,695.5845024730164,4,WIFI
ec:8c:a2:88:78:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:19,56,-85,32.10341983983688,35.208493513340294,695.581163428979,4,WIFI
ec:8c:a2:09:0c:cc,Ariel_University,[ESS][BLE],2017-11-06 18:43:19,44,-92,32.10341983983688,35.208493513340294,695.581163428979,4,WIFI
ec:8c:a2:08:78:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:23,56,-80,32.103436429057396,35.208431169506895,695.5746977503359,4,WIFI
10:be:f5:39:8f:f2,LARISA,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:27,9,-88,32.10345152240715,35.20836349002531,695.5757130558146,4,WIFI
ec:8c:a2:88:78:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:31,56,-78,32.10345718767889,35.20830406159954,695.5667388636518,4,WIFI
00:12:2a:39:2c:3c,netbox-550b,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS][BLE],2017-11-06 18:43:31,1,-92,32.10345718767889,35.20830406159954,695.5667388636518,4,WIFI
ec:8c:a2:09:03:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:31,44,-93,32.10345718767889,35.20830406159954,695.5667388636518,4,WIFI
14:ae:db:57:60:c5,Nata,[WPA2-PSK-CCMP][ESS],2017-11-06 18:43:35,11,-93,32.10346522383539,35.20824481375145,695.5427957367253,4,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:43:35,6,-92,32.10346522383539,35.20824481375145,695.5427957367253,4,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS][BLE],2017-11-06 18:43:35,1,-87,32.10346522383539,35.20824481375145,695.5427957367253,4,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS][BLE],2017-11-06 18:43:35,1,-92,32.10346522383539,35.20824481375145,695.5427957367253,4,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS][BLE],2017-11-06 18:43:39,1,-82,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
c4:12:f5:3f:d1:75,natasha,[WPA2-PSK-CCMP][ESS],2017-11-06 18:43:39,1,-88,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
c0:ac:54:f5:ff:4b,YanivIsGay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:43:39,11,-84,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
14:ae:db:cf:86:f5,Biren2809,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:39,11,-88,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
14:ae:db:cd:69:52,fuckoff,[WPA2-PSK-CCMP][ESS],2017-11-06 18:43:39,9,-94,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
f4:f2:6d:5e:9e:eb,Stern19,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:39,11,-94,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
ec:8c:a2:09:8c:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:39,44,-88,32.10346827209746,35.20820561511344,695.5103729606957,4,WIFI
ec:8c:a2:08:78:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:43,56,-73,32.10347277333341,35.208164814419746,695.4523660143292,4,WIFI
ec:8c:a2:88:78:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:43,56,-73,32.10347277333341,35.208164814419746,695.4523660143292,4,WIFI
00:78:9e:fa:31:85,HOTBOX-9410,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:43:43,6,-94,32.10347277333341,35.208164814419746,695.4523660143292,4,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS][BLE],2017-11-06 18:43:47,1,-84,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
d4:6e:0e:3c:2c:3a,natali,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:47,9,-92,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS][BLE],2017-11-06 18:43:47,1,-77,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
ec:8c:a2:09:0c:cc,Ariel_University,[ESS][BLE],2017-11-06 18:43:47,44,-85,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
ec:8c:a2:08:90:cc,Ariel_University,[ESS][BLE],2017-11-06 18:43:47,36,-93,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS][BLE],2017-11-06 18:43:47,11,-91,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS][BLE],2017-11-06 18:43:47,11,-92,32.10347623922492,35.20812922484145,695.3750450586753,4,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS][BLE],2017-11-06 18:43:51,48,-64,32.10347846506463,35.20810928721739,695.3078066745206,4,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:51,48,-65,32.10347846506463,35.20810928721739,695.3078066745206,4,WIFI
d0:0f:6d:c0:fe:7f,natali,[WPA2-PSK-CCMP][ESS],2017-11-06 18:43:51,9,-86,32.10347846506463,35.20810928721739,695.3078066745206,4,WIFI
ec:8c:a2:89:0c:c7,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:51,44,-83,32.10347846506463,35.20810928721739,695.3078066745206,4,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS][BLE],2017-11-06 18:43:51,1,-85,32.10347846506463,35.20810928721739,695.3078066745206,4,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-06 18:43:51,5,-92,32.10347846506463,35.20810928721739,695.3078066745206,4,WIFI
ec:8c:a2:09:8c:38,Ariel_University,[ESS][BLE],2017-11-06 18:43:55,1,-78,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
ec:8c:a2:08:90:cc,Ariel_University,[ESS][BLE],2017-11-06 18:43:55,36,-88,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
ec:8c:a2:88:90:c7,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:55,36,-89,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
06:ae:db:55:a6:95,Netanel1610,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:55,5,-95,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
00:1a:dd:f5:d4:64,PEPWAVE_733D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:43:55,8,-93,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
ec:8c:a2:09:03:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:55,44,-86,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
ec:8c:a2:08:a9:3c,Ariel_University,[ESS][BLE],2017-11-06 18:43:55,36,-90,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
00:27:22:f3:bb:3a,,[ESS],2017-11-06 18:43:55,11,-89,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
ec:8c:a2:08:90:c8,Ariel_University,[ESS][BLE],2017-11-06 18:43:55,11,-91,32.10348769738042,35.208052553776746,695.203149970697,6,WIFI
ec:8c:a2:09:0c:cc,Ariel_University,[ESS][BLE],2017-11-06 18:43:59,44,-78,32.10348534604068,35.20800134129367,695.1031433191553,6,WIFI
00:1a:dd:f5:d4:64,PEPWAVE_733D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:43:59,8,-84,32.10348534604068,35.20800134129367,695.1031433191553,6,WIFI
ec:8c:a2:89:03:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:59,44,-83,32.10348534604068,35.20800134129367,695.1031433191553,6,WIFI
ec:8c:a2:89:8c:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:43:59,44,-86,32.10348534604068,35.20800134129367,695.1031433191553,6,WIFI
14:ae:db:55:a6:95,Netanel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:43:59,5,-94,32.10348534604068,35.20800134129367,695.1031433191553,6,WIFI
00:1a:dd:f5:d4:64,PEPWAVE_733D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:44:03,8,-72,32.10348104686233,35.207952275946276,695.0177355193006,6,WIFI
ec:8c:a2:09:8c:3c,Ariel_University,[ESS][BLE],2017-11-06 18:44:03,44,-78,32.10348104686233,35.207952275946276,695.0177355193006,6,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-06 18:44:03,0,-73,32.10348104686233,35.207952275946276,695.0177355193006,6,GSM
ec:8c:a2:09:03:38,Ariel_University,[ESS][BLE],2017-11-06 18:44:06,1,-77,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
ec:8c:a2:08:a9:38,Ariel_University,[ESS][BLE],2017-11-06 18:44:06,6,-83,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
ec:8c:a2:08:a9:3c,Ariel_University,[ESS][BLE],2017-11-06 18:44:06,36,-75,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS][BLE],2017-11-06 18:44:06,11,-87,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
ec:8c:a2:88:a9:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:44:06,36,-76,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS][BLE],2017-11-06 18:44:06,11,-90,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
ec:8c:a2:09:86:d8,Ariel_University,[ESS][BLE],2017-11-06 18:44:06,6,-92,32.10348362495388,35.207925784055995,694.9232719280704,6,WIFI
42503_6791_2105347,Pelephone,UNKNOWN;il,2017-11-06 18:44:06,0,-65,32.10348362495388,35.207925784055995,694.9232719280704,6,GSM
ec:8c:a2:08:90:c8,Ariel_University,[ESS][BLE],2017-11-06 18:44:10,11,-84,32.103473870177446,35.20789172513798,694.7887453057793,6,WIFI
ec:8c:a2:08:a9:28,Ariel_University,[ESS][BLE],2017-11-06 18:44:10,11,-71,32.103473870177446,35.20789172513798,694.7887453057793,6,WIFI
ec:8c:a2:08:a9:2c,Ariel_University,[ESS][BLE],2017-11-06 18:44:10,44,-74,32.103473870177446,35.20789172513798,694.7887453057793,6,WIFI
ec:8c:a2:08:7b:8c,Ariel_University,[ESS][BLE],2017-11-06 18:44:10,52,-82,32.103473870177446,35.20789172513798,694.7887453057793,6,WIFI
ec:8c:a2:08:7b:88,Ariel_University,[ESS][BLE],2017-11-06 18:44:10,11,-85,32.103473870177446,35.20789172513798,694.7887453057793,6,WIFI
00:27:22:f3:bb:86,,[ESS],2017-11-06 18:44:10,6,-94,32.103473870177446,35.20789172513798,694.7887453057793,6,WIFI
ec:8c:a2:88:a9:27,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:44:14,44,-90,32.10341542195952,35.2078628572424,694.6122015240794,6,WIFI
90:8d:78:55:1d:16,norden,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:44:18,10,-89,32.10335389846142,35.20784473152746,694.3955857417465,4,WIFI
ec:8c:a2:08:78:38,Ariel_University,[ESS][BLE],2017-11-06 18:44:22,1,-76,32.103311046968855,35.20783865070941,694.1428064128824,4,WIFI
ec:8c:a2:08:a9:38,Ariel_University,[ESS][BLE],2017-11-06 18:44:22,6,-78,32.103311046968855,35.20783865070941,694.1428064128824,4,WIFI
14:ae:db:32:52:12,surikat,[WPA2-PSK-CCMP][ESS],2017-11-06 18:44:22,1,-88,32.103311046968855,35.20783865070941,694.1428064128824,4,WIFI
d8:fe:e3:03:5a:31,Moria,[WPA2-PSK-CCMP][ESS],2017-11-06 18:44:22,6,-91,32.103311046968855,35.20783865070941,694.1428064128824,4,WIFI
00:1a:dd:f5:d4:64,PEPWAVE_733D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:44:26,8,-52,32.10323980725398,35.20782475610767,693.8792513684633,4,WIFI
10:5a:f7:00:d9:06,Raul_5,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:44:34,52,-89,32.10314011889694,35.20776689234222,693.3350337923579,6,WIFI
14:ae:db:43:88:35,BEZEQINT-8831,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:44:34,6,-91,32.10314011889694,35.20776689234222,693.3350337923579,6,WIFI
a0:ab:1b:59:55:54,ear,[WPA2-PSK-TKIP][ESS][BLE],2017-11-06 18:44:34,1,-91,32.10314011889694,35.20776689234222,693.3350337923579,6,WIFI
ec:8c:a2:09:03:38,Ariel_University,[ESS][BLE],2017-11-06 18:46:03,1,-84,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
ec:8c:a2:09:03:3c,Ariel_University,[ESS][BLE],2017-11-06 18:46:03,44,-90,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
00:1a:dd:f5:d4:64,PEPWAVE_733D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-06 18:46:03,8,-74,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
90:8d:78:55:1d:16,norden,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:46:03,10,-86,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
80:37:73:d7:ab:3a,Hoom_2.4,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-06 18:46:03,11,-86,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
10:be:f5:39:8f:f2,LARISA,[WPA2-PSK-CCMP][ESS][BLE],2017-11-06 18:46:03,9,-90,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
14:ae:db:cf:1e:e5,BEZEQINT-1EE1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-06 18:46:03,6,-91,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
30:e1:71:0d:e0:57,DIRECT-56-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-06 18:46:03,6,-92,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
6a:37:73:d7:ab:3b,Bezeq Free AA107B,[ESS][BLE],2017-11-06 18:46:03,11,-88,32.102239632460325,35.20737552442532,687.7619761074875,4,WIFI
42503_6791_2105346,Pelephone,UNKNOWN;il,2017-11-06 18:46:03,0,-75,32.102239632460325,35.20737552442532,687.7619761074875,4,GSM
